,MONTH,SOURCE_SYS_CD,PRICE_TO_BP,BID_MARGIN_TOTAL,BID_MARGIN,BID_DISCOUNT,STOP_BIDS,BPCOPS,MISSING,COUNTRY,CONFIDENTIALITY,ROUTE_TO_MARKET,NON_COMPETITIVE_BID,OFF_SHORE_PMT_TERMS,BUNDLED_SOLUTION,CONTINGENCY_FEE,FOCUS,HW_SW,bid_id
0,4,OPRA,34236.8,1027.1035,2.91262,96.73474,0,0,1,TW,N,N,N,N,N,N,0,HW,1048200
1,9,OPRA,58588.02,6184.2853,9.54773,97.12923,0,0,0,TW,N,N,N,N,N,N,0,HW,1048640
2,6,OPRA,57095.8465,1841.8015,3.125,97.42264,0,0,0,TW,N,N,N,N,N,N,0,HW,1048404
3,9,OPRA,122709.353,5734.7869,4.46481,96.40123,0,0,0,TW,N,N,N,N,N,N,0,HW,1048630
4,9,OPRA,122709.353,5812.2884,4.52242,96.40123,0,0,0,TW,N,N,N,N,N,N,0,HW,1048642
5,8,OPRA,129564.072,21594.0055,14.28571,30.21706,0,0,0,TW,N,N,N,N,N,N,0,HW,1048583
6,9,OPRA,125313.265,21621.7708,14.71519,32.56133,0,0,0,TW,N,N,N,N,N,N,0,HW,1048631
7,9,OPRA,125313.265,30921.4445,19.79166,32.56133,0,0,0,TW,N,N,N,N,N,N,0,HW,1048673
8,4,OPRA,57175.456,14721.8236,20.47619,85.28685,0,0,0,TW,N,N,N,N,N,N,0,HW,1048252
9,4,OPRA,57175.456,14721.8236,20.47619,85.28685,0,0,0,TW,N,N,N,N,N,N,0,HW,1048263
10,11,OPRA,218033.64,17933.4788,7.59999,96.9614,0,0,0,TW,N,N,N,N,N,N,1,HW,1047852
11,6,OPRA,151478.445,4084.8111,2.62582,96.69778,0,0,0,TW,N,N,N,N,N,N,0,HW,1048364
12,7,OPRA,66497.4,4987.302,6.97674,91.54513,0,0,0,TW,N,N,N,N,N,N,0,HW,1048503
13,12,OPRA,41402.711,6645.6958,13.83125,94.81464,0,0,0,TW,N,N,N,N,N,N,0,HW,1048004
14,2,OPRA,25837.112,6894.4278,21.06356,90.13978,0,0,0,TW,Y,N,N,N,N,N,0,HW,1048105
15,3,OPRA,25837.112,6894.4278,21.06356,90.13978,0,0,0,TW,Y,N,N,N,N,N,0,HW,1048136
16,7,OPRA,66497.4,7647.2,10.3139,91.18939,0,0,0,TW,N,N,N,N,N,N,0,HW,1048485
17,4,OPRA,34236.8,7874.461,18.69918,96.49083,0,0,0,TW,N,N,N,N,N,N,0,HW,1048256
18,4,OPRA,34236.8,7874.461,18.69918,96.49083,0,0,0,TW,N,N,N,N,N,N,0,HW,1048270
19,5,OPRA,68080.2,13020.3345,16.05456,91.54513,0,0,0,TW,N,N,N,N,N,N,0,HW,1048281
20,1,OPRA,78253.0828,17518.5242,18.29198,96.28546,0,0,0,TW,N,N,N,N,N,N,0,HW,1048059
21,3,OPRA,80215.8646,17957.9324,18.29198,96.28546,0,0,0,TW,N,N,N,N,N,N,0,HW,1048162
22,3,OPRA,80215.8646,17957.9324,18.29198,96.28546,0,0,0,TW,N,N,N,N,N,N,0,HW,1048193
23,9,OPRA,354783.01,24411.6437,6.43776,97.56748,0,0,0,TW,N,N,N,N,N,N,1,HW,1048661
24,7,OPRA,315862.65,39000.6914,10.99034,97.60455,0,0,0,TW,N,N,N,N,N,N,1,HW,1048454
25,7,OPRA,315862.65,39000.6914,10.99034,97.60455,0,0,0,TW,N,N,N,N,N,N,1,HW,1048462
26,7,OPRA,315862.65,39000.6914,10.99034,97.60455,0,0,0,TW,N,N,N,N,N,N,1,HW,1048481
27,7,OPRA,315862.65,39000.6914,10.99034,97.60455,0,0,0,TW,N,N,N,N,N,N,1,HW,1048495
28,12,OPRA,226953.198,41215.5854,15.36927,83.607,0,0,0,TW,N,N,N,N,N,N,0,HW,1047921
29,7,OPRA,339203.2374,59781.1493,14.98333,93.47062,0,1,0,TW,N,N,N,N,N,N,0,HW,1048497
30,7,OPRA,331157.052,59847.6504,15.30612,93.61268,0,1,0,TW,N,N,N,N,N,N,0,HW,1048516
31,7,OPRA,331157.052,59847.6504,15.30612,93.61268,0,1,0,TW,N,N,N,N,N,N,0,HW,1048522
32,7,OPRA,324174.825,71484.6777,18.06722,93.63305,0,1,0,TW,N,N,N,N,N,N,0,HW,1048488
33,12,OPRA,755084.434,112021.1143,12.91897,97.61488,0,0,0,TW,Y,N,N,N,N,N,1,HW,1047970
34,12,OPRA,1041713.475,129591.0353,11.06382,98.54779,0,0,0,TW,Y,Y,N,N,N,N,1,HW,1047982
35,12,OPRA,1041713.475,129591.0353,11.06382,98.54779,0,0,0,TW,N,Y,N,N,N,N,1,HW,1048000
36,12,OPRA,1041713.475,129591.0353,11.06382,98.54779,0,0,0,TW,Y,Y,N,N,N,N,1,HW,1048005
37,3,OPRA,26339.313,(null),(null),97.91122,0,0,0,TW,Y,N,N,N,N,N,0,HW,1048132
38,11,OPRA,2180800.0,189634.5455,7.99999,89.30801,0,0,0,ID,N,N,N,N,N,N,1,HW,10500149
39,10,OPRA,227870.4161,19814.8187,8,95.45925,0,0,0,ID,N,N,N,N,N,N,1,HW,10500145
40,8,OPRA,175696.734,5889.2701,3.24324,97.33962,0,0,0,TW,N,N,N,N,N,N,0,HW,1048547
41,8,OPRA,145595.99,3926.1831,2.62582,96.7014,0,0,0,TW,N,N,N,N,N,N,0,HW,1048548
42,8,OPRA,44562.1884,5823.8388,11.55844,97.16736,0,0,0,TW,N,N,N,N,N,N,0,HW,1048584
43,12,OPRA,54827.025,9303.9787,14.50777,51.91537,0,0,0,TW,N,N,N,N,N,N,0,HW,1047947
44,2,OPRA,56773.654,9518.9331,14.35897,52.73473,0,0,0,TW,N,N,N,N,N,N,0,HW,1048084
45,2,OPRA,56773.654,9518.9331,14.35897,52.73473,0,0,0,TW,N,N,N,N,N,N,0,HW,1048133
46,7,OPRA,45883.206,13365.9758,22.55892,88.27578,0,0,0,TW,Y,N,N,N,N,N,0,HW,1048486
47,7,OPRA,45883.206,13365.9758,22.55892,88.27578,0,0,0,TW,Y,N,N,N,N,N,0,HW,1048496
48,7,OPRA,150692.85,37473.8778,19.91525,80.1196,0,0,0,TW,N,N,N,N,N,N,0,HW,1048425
49,7,OPRA,146294.28,34198.6449,18.94736,80.56138,0,0,0,TW,N,N,N,N,N,N,0,HW,1048433
50,7,OPRA,146294.28,34198.6449,18.94736,80.56138,0,0,0,TW,N,N,N,N,N,N,0,HW,1048475
51,10,OPRA,165956.0,25723.1734,13.41991,91.45658,0,0,0,TW,N,N,N,N,N,N,0,HW,1047771
52,11,OPRA,165177.0,25602.4284,13.41991,91.45658,0,0,0,TW,N,N,N,N,N,N,0,HW,1047815
53,5,OPRA,11914.035,2723.2078,18.60465,91.51936,0,0,0,TW,N,N,N,N,N,N,0,HW,1048325
54,6,OPRA,11720.555,2678.9838,18.60465,91.51936,0,0,0,TW,N,N,N,N,N,N,0,HW,1048394
55,7,OPRA,11637.045,2929.0438,20.10865,91.51936,0,0,0,TW,N,N,N,N,N,N,0,HW,1048476
56,4,OPRA,119828.8,20542.071,14.63414,94.92444,0,0,0,TW,N,N,N,N,N,N,0,HW,1048255
57,7,OPRA,436222.944,59847.6443,12.06434,97.86312,0,0,0,TW,N,N,N,N,N,N,1,HW,1048463
58,3,OPRA,282206.925,14366.896,4.84429,93.02796,0,0,0,TW,N,N,Y,N,N,N,0,HW,1048167
59,3,OPRA,318124.17,14366.8725,4.32098,92.4051,0,0,0,TW,N,N,Y,N,N,N,0,HW,1048182
60,12,SQO,148442.2,11181.1402,7.0047,25.2404,0,0,0,RU,N,N,N,N,Y,N,0,SW,9157323
61,12,SQO,22884.09,1939.8963,7.8146,7.8146,0,0,0,MA,(null),(null),(null),(null),(null),(null),0,SW,9182634
62,2,SQO,56932.56,6325.84,10,27.9999,0,0,0,MA,N,N,N,N,N,N,0,SW,9398690
63,12,SQO,148766.68,16530.1918,10.0003,43.8459,0,1,0,KW,N,N,N,N,N,N,1,SW,9167902
64,11,SQO,155765.22,17305.3252,9.999,10.1508,0,0,0,KW,N,N,N,N,Y,N,0,SW,9004399
65,11,SQO,226244.22,25133.2312,9.9982,10.1028,0,0,0,KW,N,N,N,N,Y,N,0,SW,9075717
66,11,SQO,226244.22,25133.2312,9.9982,10.1028,0,0,0,KW,N,N,N,N,Y,N,0,SW,9079545
67,11,SQO,452751.64,50295.6971,9.9982,9.2033,0,0,0,KW,N,N,N,N,Y,N,0,SW,9093526
68,11,SQO,227122.95,25234.2078,9.9994,58.4796,0,0,0,KW,N,N,N,N,Y,N,0,SW,9117028
69,11,SQO,237862.55,26428.9077,9.9999,58.5346,0,0,0,KW,N,N,N,N,Y,N,0,SW,9117261
70,11,SQO,240681.65,26740.6404,9.9994,58.0432,0,0,0,KW,N,N,N,N,Y,N,0,SW,9125225
71,11,SQO,240681.65,26740.6404,9.9994,58.0432,0,0,0,KW,N,N,N,N,Y,N,0,SW,9129043
72,11,SQO,240681.65,26740.6404,9.9994,58.0432,0,0,0,KW,N,N,N,N,Y,N,0,SW,9131863
73,1,SQO,223565.62,24832.0756,9.9969,11.9844,0,0,0,KW,N,N,N,N,N,N,0,SW,9324368
74,1,SQO,223565.62,24832.0756,9.9969,11.9844,0,0,0,KW,N,N,N,N,Y,N,0,SW,9324854
75,1,SQO,82857.59,9206.4,10,12.9043,0,0,0,KW,N,N,N,N,N,N,0,SW,9329161
76,1,SQO,82857.59,9206.4,10,12.9043,0,0,0,KW,N,N,N,N,N,N,0,SW,9330970
77,1,SQO,82857.59,9206.4,10,12.9043,0,0,0,KW,N,N,N,N,Y,N,0,SW,9331825
78,1,SQO,82818.64,9201.9779,9.9999,12.9453,0,0,0,KW,N,N,N,N,Y,N,0,SW,9332145
79,1,SQO,82837.56,9204.178,10,12.9254,0,0,0,KW,N,N,N,N,Y,N,0,SW,9333870
80,1,SQO,80777.4,8975.1762,9.9999,15.0909,0,0,0,KW,N,N,N,N,Y,N,0,SW,9335654
81,1,SQO,68871.56,7652.398,10,27.6057,0,0,0,KW,N,N,N,N,Y,N,0,SW,9336190
82,2,SQO,65732.02,7303.56,10,29.7726,0,0,0,KW,N,N,N,N,Y,N,0,SW,9354859
83,2,SQO,17981.84,1997.984,10,43.6588,0,0,0,KW,(null),(null),(null),(null),(null),(null),0,SW,9415001
84,2,SQO,17981.84,1997.984,10,43.6588,0,0,0,KW,(null),(null),(null),(null),(null),(null),0,SW,9415500
85,3,SQO,47700.0,5300,10,21.3805,0,0,0,KW,N,N,N,N,N,N,0,SW,9541497
86,3,SQO,47700.0,5300,10,21.3805,0,0,0,KW,N,N,N,N,Y,N,0,SW,9541935
87,11,BH,108024.81,7447.944,6.45,42.70213,0,0,0,CN,(null),(null),(null),(null),(null),(null),0,HW,8500180769
88,11,BH,57226.6,3575.0988,5.88,99.2,0,0,0,CN,(null),(null),(null),(null),(null),(null),0,HW,8500181429
89,12,BH,80950.38,10518.935,11.5,45.78295,0,0,0,CN,(null),(null),(null),(null),(null),(null),0,HW,8500183716
90,12,BH,83236.72,10815.98,11.5,93.04011,0,0,0,CN,(null),(null),(null),(null),(null),(null),0,HW,8500183805
91,12,BH,126473.29,7488.4199,5.59,96.58236,0,0,0,CN,(null),(null),(null),(null),(null),(null),0,HW,8500185195
92,1,BH,248795.01,13204.7496,5.04,96.79999,0,0,0,CN,(null),(null),(null),(null),(null),(null),1,HW,8500186589
93,2,BH,38518.96,3578.245,8.5,99.17648,0,0,0,CN,(null),(null),(null),(null),(null),(null),0,HW,8500188414
94,2,BH,76489.18,9939.22,11.5,91.3987,0,0,0,CN,(null),(null),(null),(null),(null),(null),0,HW,8500188540
95,3,BH,28757.28,3736.81,11.5,91.85133,0,0,0,CN,(null),(null),(null),(null),(null),(null),0,HW,8500191442
96,4,BH,144018.35,6770.3812,4.49,96.44691,0,0,0,CN,(null),(null),(null),(null),(null),(null),0,HW,8500192789
97,7,BH,325772.04,16569.3044,4.84,96.30795,0,0,0,CN,(null),(null),(null),(null),(null),(null),1,HW,8500201945
98,9,BH,39793.8,795.5444,1.96,96,0,0,0,CN,N,N,N,N,N,N,0,HW,8500206953
99,9,BH,1014457.39,53167.6254,4.98,98.34663,0,0,0,CN,(null),(null),(null),(null),(null),(null),1,HW,8500206998
100,8,OPRA,90.2398,0,0,0,0,0,1,SG,N,N,N,N,N,N,0,HW,18000020127
101,4,OPRA,32563.9897,5861.5181,18,87.65983,0,0,0,IN,N,N,N,N,N,N,0,HW,18766909
102,9,OPRA,30879.375,4014.3187,13,87.35417,0,0,0,IN,N,N,N,N,N,N,0,HW,18776105
103,3,SQO,5085.55,565.0051,9.9991,77.4095,0,0,0,IN,(null),(null),(null),(null),(null),(null),0,SW,9524654
104,12,SQO,67000.4564,7444.4951,10,68.0953,0,0,0,IN,N,N,N,N,Y,N,0,SW,9247798
105,12,SQO,67000.4564,7444.4951,10,68.0953,0,0,0,IN,N,N,N,N,Y,N,0,SW,9261808
106,9,EPRICER,1266547.4958,125262.9391,9,92.60802,0,0,0,KR,N,Y,N,N,N,N,1,HW,6686506
107,11,EPRICER,51000.0,15233.9988,23.00027,87.19908,0,0,0,TR,N,N,N,N,N,N,1,HW,5907306
108,11,SQO,17425.7,3319.16,15.9999,15.9999,0,0,0,CL,(null),(null),(null),(null),(null),(null),0,SW,9133340
109,12,SQO,24571.51,4680.288,16,16,0,0,0,CL,N,N,N,N,Y,N,0,SW,9164028
110,12,SQO,208286.8546,23142.9838,10,45.9999,0,0,0,SI,N,N,N,N,N,N,0,SW,9246471
111,12,SQO,183838.7207,20426.5245,10,45.9999,0,0,0,SI,N,N,N,N,N,N,0,SW,9254051
112,1,SQO,271757.9079,30195.33,10,43.7696,0,0,0,SI,N,Y,N,N,N,N,0,SW,9343574
113,1,SQO,273262.0557,30362.4598,10,43.6825,0,0,0,SI,N,Y,N,N,N,N,0,SW,9347158
114,2,SQO,273262.0557,30362.4598,10,43.6825,0,0,0,SI,N,Y,N,N,N,N,0,SW,9357859
115,1,SQO,36663.1602,4073.6437,9.9999,58.5672,0,0,0,SI,(null),(null),(null),(null),(null),(null),0,SW,9346418
116,1,SQO,32109.7739,3567.7169,9.9999,37,0,0,0,SI,(null),(null),(null),(null),(null),(null),0,SW,9347200
117,2,SQO,32109.7739,3567.7169,9.9999,37,0,0,0,SI,(null),(null),(null),(null),(null),(null),0,SW,9357952
118,2,SQO,50537.7476,3804.9134,7.0017,49.0439,0,0,0,SI,N,N,N,N,Y,N,0,SW,9408041
119,2,SQO,48399.8993,3641.6602,6.9976,51.1994,0,0,0,SI,N,N,N,N,Y,N,0,SW,9415253
120,4,OPRA,29757.5889,2239.8185,7,80.6474,0,0,0,SG,N,N,N,N,N,N,0,HW,1074744
121,5,SQO,849.31,73.855,8.0002,32.3801,0,0,0,HU,(null),(null),(null),(null),(null),(null),0,SW,9705042
122,5,SQO,984.78,85.6366,8.0003,37.2102,0,0,0,HU,(null),(null),(null),(null),(null),(null),0,SW,9730451
123,5,SQO,9619.97,836.5085,7.9999,23.9325,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,9687901
124,5,SQO,9619.97,836.5085,7.9999,23.9325,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,9713485
125,5,SQO,9619.97,836.5085,7.9999,23.9325,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,9687830
126,5,SQO,9619.97,836.5085,7.9999,23.9325,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,9679910
127,12,SQO,87037.152,9670.8038,10,32.4973,0,0,0,IT,N,N,N,N,Y,N,0,SW,9263930
128,12,SQO,98612.0696,10956.907,10,32.4973,0,0,0,IT,N,N,N,N,Y,N,0,SW,9238694
129,12,SQO,122751.4899,9240.3628,7.0007,5.967,0,0,0,IT,N,N,N,N,Y,N,0,SW,9241403
130,1,SQO,116549.817,8773.6491,7.0008,5.9115,0,0,0,IT,N,N,N,N,Y,N,1,SW,9303730
131,12,SQO,636.06,47.8754,7,7,0,0,0,IT,N,N,N,N,Y,N,0,SW,9227619
132,12,SQO,127.2,9.574,6.9999,6.9999,0,0,0,IT,N,N,N,N,Y,N,0,SW,9228053
133,12,SQO,254.43,19.1503,6.9999,6.9999,0,0,0,IT,N,N,N,N,Y,N,0,SW,9228077
134,1,EPRICER,76909.3,33720.7956,30.48067,80.16924,0,0,0,IT,N,N,N,N,N,N,1,HW,6048401
135,1,EPRICER,76909.3,45168.9403,36.99999,79.54498,0,0,0,IT,N,N,N,N,N,N,1,HW,6054464
136,10,EPRICER,166536.0165,55512.0055,25,66.1614,0,0,0,LV,N,N,N,N,N,N,1,HW,5784241
137,8,EPRICER,133328.1796,51850.4923,28.00025,71.19988,0,0,0,LV,N,N,N,N,N,N,1,HW,6567785
138,9,EPRICER,490000.0,161340.9434,24.77058,83.66041,0,0,0,BG,N,N,N,N,N,N,1,HW,6604175
139,8,EPRICER,490000.0,91198.9573,15.69152,83.66041,0,0,0,BG,N,N,N,N,N,N,0,HW,6600888
140,9,EPRICER,371192.0,71629.9567,16.17579,82.3414,0,0,0,BG,N,N,N,N,N,N,0,HW,6709266
141,9,EPRICER,407135.0,75333.7304,15.61422,87.54509,0,0,0,BG,N,N,N,N,N,N,0,HW,6800348
142,9,EPRICER,407135.0,75333.7336,15.61422,87.0219,0,0,0,BG,N,N,N,N,N,N,0,HW,6857582
143,10,EPRICER,14759.4757,2640.2153,15.17392,74.01824,0,0,0,SI,N,N,N,N,N,N,0,HW,5819241
144,10,EPRICER,96700.3009,18022.8059,15.70983,87.99837,0,0,0,SI,N,N,N,N,N,N,0,HW,5819284
145,10,EPRICER,21614.9829,3730.3757,14.71818,88.18502,0,0,0,SI,N,N,N,N,N,N,0,HW,5819294
146,10,EPRICER,136031.897,23669.0005,14.82083,86.98856,0,0,0,SI,N,N,N,N,N,N,1,HW,5819307
147,10,EPRICER,13323.7985,2417.418,15.35725,76.54553,0,0,0,SI,N,N,N,N,N,N,0,HW,5851942
148,11,EPRICER,23402.1328,4069.9348,14.81481,87.20814,0,0,0,SI,N,N,N,N,N,N,0,HW,5851960
149,11,EPRICER,104866.3847,17845.2836,14.54245,86.98487,0,0,0,SI,N,N,N,N,N,N,1,HW,5851976
150,11,EPRICER,199068.25,34331.1379,14.70918,89.53431,0,0,0,SI,N,N,N,N,N,N,1,HW,5852038
151,11,EPRICER,137778.5382,25066.5513,15.39288,86.04223,0,0,0,SI,N,N,N,N,N,N,1,HW,5852064
152,1,EPRICER,267471.6138,48788.8759,15.4268,82.97051,0,0,0,SI,N,N,N,N,N,N,1,HW,6044855
153,1,EPRICER,201077.59,36950.762,15.52368,88.85248,0,0,0,SI,N,N,N,N,N,N,1,HW,6044868
154,11,SQO,342335.0374,38031.7738,9.9987,76.7796,0,0,0,IT,N,N,N,N,Y,N,0,SW,7600369
155,10,SQO,77565.4308,8617.4267,9.999,82.2226,0,0,0,IT,N,N,N,N,N,N,0,SW,9022223
156,11,SQO,965286.3921,107254.1124,10,79.3,0,0,0,IT,N,N,N,N,Y,N,1,SW,9029884
157,11,SQO,77565.4462,8617.4285,9.999,82.2226,0,0,0,IT,N,N,N,N,Y,N,0,SW,9033783
158,11,SQO,341081.5324,37897.948,10,76.8647,0,0,0,IT,N,N,N,N,Y,N,0,SW,9051479
159,11,SQO,147143.4233,14725.3762,9.0971,76.7791,0,0,0,IT,N,N,N,N,Y,N,0,SW,9057034
160,11,SQO,101839.49,11315.4988,10,77.4999,0,0,0,IT,N,N,N,N,Y,N,0,SW,9064804
161,11,SQO,43016.6116,4778.6706,9.9982,86.0497,0,0,0,IT,N,N,N,N,Y,N,0,SW,9077020
162,11,SQO,81471.59,9052.3083,9.9999,82,0,0,0,IT,N,N,N,N,Y,N,0,SW,9085984
163,11,SQO,43016.6116,4778.6706,9.9982,86.0497,0,0,0,IT,N,N,N,N,Y,N,0,SW,9118697
164,11,SQO,839574.7766,93286.1461,10,79.3,0,0,0,IT,N,N,N,N,Y,N,1,SW,9118804
165,11,SQO,341081.5324,37897.948,10,76.8647,0,0,0,IT,N,N,N,N,Y,N,0,SW,9119214
166,12,SQO,366328.8521,40700.4947,9.9994,79.5419,0,0,0,IT,N,N,N,N,Y,N,0,SW,9119246
167,11,SQO,81471.59,9052.3083,9.9999,82,0,0,0,IT,N,N,N,N,Y,N,0,SW,9120166
168,11,SQO,81471.59,9052.3083,9.9999,82,0,0,0,IT,N,N,N,N,Y,N,0,SW,9125343
169,12,SQO,35415.473,3935.0525,10,62.2,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,9150812
170,12,SQO,506481.6664,38148.0492,7.0044,14.0854,0,0,0,IT,N,N,N,N,Y,N,0,SW,9164805
171,12,SQO,9333.2112,1037.0125,9.9999,9.9999,0,0,0,IT,N,N,N,N,N,N,0,SW,9194113
172,12,SQO,225503.0735,25050.0549,9.9979,86.4996,0,0,0,IT,N,N,N,N,N,N,0,SW,9194691
173,12,SQO,81471.59,9052.3083,9.9999,82,0,0,0,IT,N,N,N,N,N,N,0,SW,9195201
174,12,SQO,199033.8903,22109.7203,9.9979,86.4996,0,0,0,IT,N,N,N,N,Y,N,1,SW,9196024
175,12,SQO,81471.59,9052.3083,9.9999,82,0,0,0,IT,N,N,N,N,Y,N,0,SW,9196436
176,12,SQO,620556.2128,68949.9409,9.9999,84.6999,0,0,0,IT,N,N,N,N,Y,N,1,SW,9196654
177,12,SQO,48737.3095,5414.177,9.9982,86.0497,0,0,0,IT,N,N,N,N,Y,N,1,SW,9196695
178,12,SQO,584051.2971,64895.3802,10.0001,85.6,0,0,0,IT,N,N,N,N,Y,N,1,SW,9196744
179,12,SQO,116548.2954,12949.6811,9.9999,56.7493,0,0,0,IT,N,N,N,N,N,N,0,SW,9200553
180,12,SQO,212297.9785,23588.4237,9.9999,85.5999,0,0,0,IT,N,N,N,N,Y,N,0,SW,9201193
181,12,SQO,116548.2947,12949.681,9.9999,56.7493,0,0,0,IT,N,N,N,N,N,N,0,SW,9202305
182,12,SQO,9333.2112,1037.0125,9.9999,9.9999,0,0,0,IT,N,N,N,N,N,N,0,SW,9216084
183,12,SQO,168227.1406,18690.038,9.9991,66.6996,0,0,0,IT,N,N,N,N,N,N,0,SW,9216130
184,12,SQO,9333.2112,1037.0125,9.9999,9.9999,0,0,0,IT,N,N,N,N,Y,N,0,SW,9216618
185,12,SQO,118431.4178,8932.9635,7.0137,17.2716,0,0,0,IT,N,N,N,N,Y,N,0,SW,9217778
186,12,SQO,168227.1334,18690.0372,9.9991,66.6996,0,0,0,IT,N,N,N,N,Y,N,0,SW,9220908
187,12,SQO,366328.8521,40700.4947,9.9994,79.5419,0,0,0,IT,N,N,N,N,Y,N,0,SW,9222584
188,12,SQO,168227.1334,18690.0372,9.9991,66.6996,0,0,0,IT,N,N,N,N,Y,N,0,SW,9222704
189,12,SQO,11376.17,1264.2441,10.0016,82.9003,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,9225641
190,12,SQO,81471.59,9052.3083,9.9999,82,0,0,0,IT,N,N,N,N,Y,N,0,SW,9227088
191,12,SQO,192703.2199,21411.4714,10,76.0797,0,0,0,IT,N,N,N,N,Y,N,0,SW,9229483
192,12,SQO,118432.6542,8931.8198,7.0128,19.3787,0,0,0,IT,N,N,N,N,Y,N,0,SW,9253260
193,2,SQO,101860.2841,11317.8093,10,62.1999,0,0,0,IT,N,N,N,N,N,N,0,SW,9383382
194,2,SQO,31258.46,3473.1622,10,62.2,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,9383404
195,2,SQO,315789.2822,22137.609,6.551,29.1046,0,0,0,IT,N,N,N,N,N,N,0,SW,9391325
196,2,SQO,87899.7302,6293.4247,6.6814,41.3394,0,0,0,IT,N,N,N,N,N,N,0,SW,9394553
197,2,SQO,31258.46,3473.1622,10,62.2,0,0,0,IT,(null),(null),(null),(null),(null),(null),0,SW,9415839
198,2,SQO,87411.2244,9712.2611,9.9999,56.7493,0,0,0,IT,N,N,N,N,N,N,0,SW,9416511
199,2,SQO,315789.2822,22137.609,6.551,29.1046,0,0,0,IT,N,N,N,N,N,N,0,SW,9420710
200,3,SQO,87899.7302,6293.4247,6.6814,41.3394,0,0,0,IT,N,N,N,N,N,N,0,SW,9438013
201,3,SQO,295865.1772,19924.0932,6.3093,33.5776,0,0,0,IT,N,N,N,N,N,N,0,SW,9438035
202,9,EPRICER,126507.8231,17868.8018,12.37652,74.47099,0,0,0,IT,N,N,N,N,N,N,1,HW,6758583
203,12,SQO,23425.7611,2007.3892,7.8928,7.8928,0,0,0,IT,N,N,N,N,Y,N,0,SW,9164324
204,12,SQO,23425.7611,2007.3892,7.8928,7.8928,0,0,0,IT,N,N,N,N,Y,N,0,SW,9223884
205,12,SQO,23425.7611,2007.3892,7.8928,7.8928,0,0,0,IT,N,N,N,N,Y,N,0,SW,9257629
206,11,SQO,15952.5835,2383.6573,12.9997,85.4599,0,0,0,CN,N,N,N,N,N,N,0,SW,9028617
207,12,SQO,17003.2502,2540.6494,12.9997,85.4599,0,0,0,CN,N,N,N,N,N,N,0,SW,9137343
208,6,SQO,25687.6295,793.8348,2.9977,61.6475,0,0,0,SI,(null),(null),(null),(null),(null),(null),0,SW,9787448
209,6,SQO,27731.5117,857.4995,2.9994,58.5958,0,0,0,SI,(null),(null),(null),(null),(null),(null),0,SW,9788671
210,6,SQO,130113.03,11314.4946,8.0002,42.7298,0,0,0,SI,N,N,N,N,N,N,0,SW,9763840
211,6,SQO,67467.7464,5867.6404,8.0011,41.3506,0,0,0,SI,N,N,N,N,N,N,0,SW,9773840
212,8,SQO,21523.3712,665.9234,3.0011,3.0011,0,0,0,SI,N,N,N,N,N,N,0,SW,9974840
213,9,SQO,21523.3712,665.9234,3.0011,3.0011,0,0,0,SI,(null),(null),(null),(null),(null),(null),0,SW,10146268
214,6,SQO,56591.95,4920.9776,7.9999,54,0,0,0,SI,N,Y,N,N,N,N,0,SW,9728682
215,9,SQO,3420.6704,651.1931,15.9925,35.3045,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,10143763
216,9,SQO,11990.0475,2812.2449,18.9987,25.0744,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,10149492
217,8,SQO,32390.8696,7597.818,18.9999,51.4,0,0,0,BR,N,N,N,N,N,N,0,SW,9944072
218,9,SQO,32390.8696,7597.818,18.9999,51.4,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,10067663
219,9,SQO,61542.6818,14435.8616,18.9999,53.8299,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,10067803
220,9,SQO,41028.4709,9623.9625,19,69.22,0,0,0,BR,(null),(null),(null),(null),(null),(null),0,SW,10108485
221,12,SQO,18378.0,2042,10,28.0169,0,0,0,EG,N,N,N,N,N,N,0,SW,9258759
222,11,SQO,16014.24,1205.1141,6.9986,11.0912,0,0,0,EG,N,N,N,N,N,N,0,SW,9034931
223,11,SQO,16014.24,1205.1141,6.9986,11.0912,0,0,0,EG,N,N,N,N,N,N,0,SW,9060167
224,11,SQO,16014.24,1205.1141,6.9986,11.0912,0,0,0,EG,N,N,N,N,N,N,0,SW,9075358
225,11,SQO,15810.12,1190.0459,7.0002,12.2245,0,0,0,EG,N,N,N,N,N,N,0,SW,9118796
226,9,BH,426973.5976,67208.752,13.6,98.86129,0,0,0,CN,(null),(null),(null),(null),(null),(null),1,HW,8500207120
227,1,SQO,15741.6,1531.5973,8.8669,66.0384,0,0,0,SG,N,N,N,N,Y,N,0,SW,9252101
228,1,SQO,15260.0,1483.9872,8.8628,67.0774,0,0,0,SG,N,N,N,N,Y,N,0,SW,9324409
